АЗС_CODE,PRODNAME,TANKNUM,ДАТА,HOUR,КОЛИЧЕСТВО
M007,3300000002,2,2024-07-27,10,681.0
M007,3300000002,2,2024-07-27,13,557.0
M007,3300000002,2,2024-07-27,17,497.0
M007,3300000002,2,2024-07-27,19,432.0
M007,3300000002,2,2024-07-28,0,136.0
M007,3300000002,2,2024-07-28,11,667.0
M007,3300000002,2,2024-07-28,19,135.0
M007,3300000002,2,2024-07-29,5,220.0
M007,3300000002,2,2024-07-29,6,457.0
M007,3300000002,2,2024-07-29,10,196.59
M007,3300000002,2,2024-07-29,21,377.0
M007,3300000002,2,2024-07-30,15,730.0
M007,3300000002,2,2024-07-30,23,217.0
M007,3300000002,2,2024-07-31,3,118.0
M007,3300000002,2,2024-07-31,6,600.0
M007,3300000002,2,2024-08-02,6,417.0
M007,3300000002,2,2024-08-02,7,408.0
M007,3300000002,2,2024-08-02,11,619.0
M007,3300000002,2,2024-08-02,12,576.0
M007,3300000002,2,2024-08-02,16,1111.0
M007,3300000002,2,2024-08-03,3,274.0
M007,3300000002,2,2024-08-03,5,660.0
M007,3300000002,2,2024-08-03,12,757.0
M007,3300000002,2,2024-08-03,13,608.0
M007,3300000002,2,2024-08-03,21,495.0
M007,3300000002,2,2024-08-04,2,82.0
M007,3300000002,2,2024-08-04,21,238.0
M007,3300000002,2,2024-08-05,4,235.0
M007,3300000002,2,2024-08-05,6,595.0
M007,3300000002,2,2024-08-05,11,950.0
M007,3300000002,2,2024-08-05,13,556.0
M007,3300000002,2,2024-08-05,17,345.0
M007,3300000002,2,2024-08-05,23,125.0
M007,3300000002,2,2024-08-06,13,450.0
M007,3300000002,2,2024-08-07,1,95.0
M007,3300000002,2,2024-08-07,7,336.0
M007,3300000002,2,2024-08-07,21,384.0
M007,3300000002,2,2024-08-08,1,90.0
M007,3300000002,2,2024-08-08,2,90.0
M007,3300000002,2,2024-08-08,19,634.0
M007,3300000002,2,2024-08-08,20,548.0
M007,3300000002,2,2024-08-09,8,380.0
M007,3300000002,2,2024-08-09,12,358.67
M007,3300000002,2,2024-08-09,22,245.0
M007,3300000002,2,2024-08-10,0,171.0
M007,3300000002,2,2024-08-10,4,331.0
M007,3300000002,2,2024-08-11,3,132.0
M007,3300000002,2,2024-08-11,14,622.0
M007,3300000002,2,2024-08-11,18,747.0
M007,3300000002,2,2024-08-11,19,562.0
M007,3300000002,2,2024-08-12,3,58.0
M007,3300000002,2,2024-08-13,1,131.0
M007,3300000002,2,2024-08-14,16,258.0
M007,3300000002,2,2024-08-14,20,502.0
M007,3300000002,2,2024-08-14,23,303.0
M007,3300000002,2,2024-08-15,3,51.0
M007,3300000002,2,2024-08-15,5,216.0
M007,3300000002,2,2024-08-15,13,703.0
M007,3300000002,2,2024-08-16,4,155.0
M007,3300000002,2,2024-08-16,8,523.0
M007,3300000002,2,2024-08-16,10,91.51
M007,3300000002,2,2024-08-16,20,620.0
M007,3300000002,2,2024-08-17,11,981.0
M007,3300000002,2,2024-08-17,20,479.0
M007,3300000002,2,2024-08-18,0,138.0
M007,3300000002,2,2024-08-18,7,402.0
M007,3300000002,2,2024-08-18,12,788.0
M007,3300000002,2,2024-08-19,3,63.0
M007,3300000002,2,2024-08-19,16,715.0
M007,3300000002,2,2024-08-19,19,547.0
M007,3300000002,2,2024-08-20,7,534.0
M007,3300000002,2,2024-08-20,12,626.0
M007,3300000002,2,2024-08-21,15,567.0
M007,3300000002,2,2024-08-22,16,700.0
M007,3300000002,2,2024-08-22,18,593.0
M007,3300000002,2,2024-08-26,9,361.0
M007,3300000002,2,2024-08-26,19,410.0
M007,3300000002,2,2024-07-01,3,110.0
M007,3300000002,2,2024-07-01,8,429.0
M007,3300000002,2,2024-07-01,19,384.0
M007,3300000002,2,2024-07-02,15,181.82
M007,3300000002,2,2024-07-02,21,326.0
M007,3300000002,2,2024-07-02,23,122.0
M007,3300000002,2,2024-07-03,18,472.0
M007,3300000002,2,2024-07-03,23,183.0
M007,3300000002,2,2024-07-04,7,413.0
M007,3300000002,2,2024-07-05,21,567.0
M007,3300000002,2,2024-07-05,22,297.0
M007,3300000002,2,2024-07-06,7,686.0
M007,3300000002,2,2024-07-06,13,830.0
M007,3300000002,2,2024-07-06,22,252.0
M007,3300000002,2,2024-07-07,1,62.0
M007,3300000002,2,2024-07-07,8,580.0
M007,3300000002,2,2024-07-07,23,150.0
M007,3300000002,2,2024-07-08,0,65.0
M007,3300000002,2,2024-07-08,19,277.0
M007,3300000002,2,2024-07-09,8,535.0
M007,3300000002,2,2024-07-09,12,571.0
M007,3300000002,2,2024-07-09,14,445.0
M007,3300000002,2,2024-07-09,18,770.0
M007,3300000002,2,2024-07-09,20,453.0
M007,3300000002,2,2024-07-10,1,64.0
M007,3300000002,2,2024-07-10,6,443.0
M007,3300000002,2,2024-07-10,7,692.0
M007,3300000002,2,2024-07-10,8,728.0
M007,3300000002,2,2024-07-11,2,44.0
M007,3300000002,2,2024-07-11,11,481.19
M007,3300000002,2,2024-07-11,19,424.0
M007,3300000002,2,2024-07-12,4,185.0
M007,3300000002,2,2024-07-12,9,505.0
M007,3300000002,2,2024-07-13,6,724.0
M007,3300000002,2,2024-07-13,8,799.0
M007,3300000002,2,2024-07-13,11,351.27
M007,3300000002,2,2024-07-13,18,789.0
M007,3300000002,2,2024-07-14,6,422.0
M007,3300000002,2,2024-07-14,7,411.0
M007,3300000002,2,2024-07-14,18,838.0
M007,3300000002,2,2024-07-14,19,744.0
M007,3300000002,2,2024-07-14,21,299.0
M007,3300000002,2,2024-07-15,20,270.0
M007,3300000002,2,2024-07-15,21,289.0
M007,3300000002,2,2024-07-16,3,163.0
M007,3300000002,2,2024-07-16,23,220.0
M007,3300000002,2,2024-07-17,6,903.0
M007,3300000002,2,2024-07-17,14,732.0
M007,3300000002,2,2024-07-17,16,743.0
M007,3300000002,2,2024-07-17,21,298.0
M007,3300000002,2,2024-07-18,16,640.0
M007,3300000002,2,2024-07-19,1,84.0
M007,3300000002,2,2024-07-19,16,567.0
M007,3300000002,2,2024-07-19,23,189.0
M007,3300000002,2,2024-07-20,0,234.0
M007,3300000002,2,2024-07-21,3,85.0
M007,3300000002,2,2024-07-21,14,831.0
M007,3300000002,2,2024-07-21,17,752.0
M007,3300000002,2,2024-07-22,2,100.0
M007,3300000002,2,2024-07-23,3,33.0
M007,3300000002,2,2024-07-23,7,361.0
M007,3300000002,2,2024-07-23,11,832.0
M007,3300000002,2,2024-07-23,21,465.0
M007,3300000002,2,2024-07-24,7,295.0
M007,3300000002,2,2024-07-24,18,353.0
M007,3300000002,2,2024-07-24,23,393.0
M007,3300000002,2,2024-07-25,15,643.0
M007,3300000002,2,2024-07-25,17,656.0
M007,3300000002,2,2024-07-25,21,420.0
M007,3300000002,2,2024-07-26,6,252.0
M007,3300000002,2,2024-07-26,15,128.0
M007,3300000002,2,2024-07-27,1,126.0
M007,3300000002,2,2024-07-27,11,616.0
M007,3300000002,2,2024-07-27,14,666.0
M007,3300000002,2,2024-07-27,20,308.0
M007,3300000002,2,2024-07-28,2,173.0
M007,3300000002,2,2024-07-28,23,169.0
M007,3300000002,2,2024-07-29,8,317.0
M007,3300000002,2,2024-07-29,14,699.0
M007,3300000002,2,2024-07-29,16,347.0
M007,3300000002,2,2024-07-29,23,261.0
M007,3300000002,2,2024-07-30,2,56.0
M007,3300000002,2,2024-07-30,4,211.0
M007,3300000002,2,2024-07-30,10,659.0
M007,3300000002,2,2024-07-30,11,326.68
M007,3300000002,2,2024-07-31,9,480.0
M007,3300000002,2,2024-07-31,14,733.0
M007,3300000002,2,2024-07-31,17,666.0
M007,3300000002,2,2024-08-01,10,302.78
M007,3300000002,2,2024-08-01,15,694.0
M007,3300000002,2,2024-08-01,20,677.0
M007,3300000002,2,2024-08-01,22,528.0
M007,3300000002,2,2024-08-02,4,595.0
M007,3300000002,2,2024-08-02,18,770.0
M007,3300000002,2,2024-08-02,19,596.0
M007,3300000002,2,2024-08-02,20,721.0
M007,3300000002,2,2024-08-03,8,621.0
M007,3300000002,2,2024-08-03,16,709.0
M007,3300000002,2,2024-08-03,22,241.0
M007,3300000002,2,2024-08-04,8,420.0
M007,3300000002,2,2024-08-04,13,674.0
M007,3300000002,2,2024-08-04,17,408.0
M007,3300000002,2,2024-08-04,20,371.0
M007,3300000002,2,2024-08-05,8,731.0
M007,3300000002,2,2024-08-06,1,207.0
M007,3300000002,2,2024-08-06,5,383.0
M007,3300000002,2,2024-08-06,11,337.15
M007,3300000002,2,2024-08-06,12,371.0
M007,3300000002,2,2024-08-06,20,489.0
M007,3300000002,2,2024-08-07,8,335.0
M007,3300000002,2,2024-08-07,15,596.0
M007,3300000002,2,2024-08-08,3,89.0
M007,3300000002,2,2024-08-08,10,396.0
M007,3300000002,2,2024-08-08,12,652.0
M007,3300000002,2,2024-08-08,14,734.0
M007,3300000002,2,2024-08-09,0,86.0
M007,3300000002,2,2024-08-09,7,285.0
M007,3300000002,2,2024-08-09,13,36.64
M007,3300000002,2,2024-08-09,21,471.0
M007,3300000002,2,2024-08-10,3,86.0
M007,3300000002,2,2024-08-10,8,797.0
M007,3300000002,2,2024-08-10,12,674.0
M007,3300000002,2,2024-08-10,19,576.0
M007,3300000002,2,2024-08-11,22,323.0
M007,3300000002,2,2024-08-11,23,70.0
M007,3300000002,2,2024-08-12,14,1144.0
M007,3300000002,2,2024-08-12,16,731.0
M007,3300000002,2,2024-08-12,21,656.0
M007,3300000002,2,2024-08-12,23,347.0
M007,3300000002,2,2024-08-13,5,182.0
M007,3300000002,2,2024-08-14,22,256.0
M007,3300000002,2,2024-08-15,19,563.0
M007,3300000002,2,2024-08-16,2,94.0
M007,3300000002,2,2024-08-16,6,532.0
M007,3300000002,2,2024-08-16,7,347.0
M007,3300000002,2,2024-08-16,12,531.0
M007,3300000002,2,2024-08-16,19,495.0
M007,3300000002,2,2024-08-17,10,849.0
M007,3300000002,2,2024-08-17,15,799.0
M007,3300000002,2,2024-08-17,16,800.0
M007,3300000002,2,2024-08-17,18,750.0
M007,3300000002,2,2024-08-18,14,938.0
M007,3300000002,2,2024-08-19,4,234.0
M007,3300000002,2,2024-08-19,9,558.0
M007,3300000002,2,2024-08-19,22,216.0
M007,3300000002,2,2024-08-20,14,725.0
M007,3300000002,2,2024-08-21,0,61.0
M007,3300000002,2,2024-08-22,9,185.0
M007,3300000002,2,2024-08-22,13,568.0
M007,3300000002,2,2024-08-23,1,105.0
M007,3300000002,2,2024-08-23,11,707.0
M007,3300000002,2,2024-08-23,18,978.0
M007,3300000002,2,2024-08-24,9,495.0
M007,3300000002,2,2024-08-24,23,270.0
M007,3300000002,2,2024-08-25,5,85.0
M007,3300000002,2,2024-08-25,22,228.0
M007,3300000002,2,2024-08-26,1,157.0
M007,3300000002,2,2024-08-26,11,315.0
M007,3300000002,2,2024-08-26,12,495.0
M007,3300000002,2,2024-07-02,4,183.0
M007,3300000002,2,2024-07-02,5,266.0
M007,3300000002,2,2024-07-02,17,341.0
M007,3300000002,2,2024-07-02,19,136.0
M007,3300000002,2,2024-07-03,0,152.0
M007,3300000002,2,2024-07-03,2,147.0
M007,3300000002,2,2024-07-03,5,166.0
M007,3300000002,2,2024-07-03,7,139.0
M007,3300000002,2,2024-07-03,14,384.0
M007,3300000002,2,2024-07-04,0,98.0
M007,3300000002,2,2024-07-04,12,497.0
M007,3300000002,2,2024-07-04,22,293.0
M007,3300000002,2,2024-07-04,23,329.0
M007,3300000002,2,2024-07-05,0,150.0
M007,3300000002,2,2024-07-05,2,44.0
M007,3300000002,2,2024-07-05,4,146.0
M007,3300000002,2,2024-07-05,9,769.0
M007,3300000002,2,2024-07-05,14,681.0
M007,3300000002,2,2024-07-05,20,650.0
M007,3300000002,2,2024-07-06,3,206.0
M007,3300000002,2,2024-07-06,6,684.0
M007,3300000002,2,2024-07-06,14,732.0
M007,3300000002,2,2024-07-06,17,530.0
M007,3300000002,2,2024-07-07,11,628.0
M007,3300000002,2,2024-07-07,17,556.0
M007,3300000002,2,2024-07-08,3,108.0
M007,3300000002,2,2024-07-08,5,343.0
M007,3300000002,2,2024-07-08,14,172.61
M007,3300000002,2,2024-07-08,16,664.0
M007,3300000002,2,2024-07-09,1,106.0
M007,3300000002,2,2024-07-09,16,831.0
M007,3300000002,2,2024-07-10,2,67.0
M007,3300000002,2,2024-07-10,4,316.0
M007,3300000002,2,2024-07-10,12,97.01
M007,3300000002,2,2024-07-10,13,484.0
M007,3300000002,2,2024-07-10,16,658.0
M007,3300000002,2,2024-07-11,10,638.0
M007,3300000002,2,2024-07-11,20,555.0
M007,3300000002,2,2024-07-11,22,413.0
M007,3300000002,2,2024-07-13,2,131.0
M007,3300000002,2,2024-07-13,3,176.0
M007,3300000002,2,2024-07-13,9,802.0
M007,3300000002,2,2024-07-14,1,118.0
M007,3300000002,2,2024-07-14,17,573.0
M007,3300000002,2,2024-07-15,7,792.0
M007,3300000002,2,2024-07-15,9,688.0
M007,3300000002,2,2024-07-15,12,990.0
M007,3300000002,2,2024-07-15,13,748.0
M007,3300000002,2,2024-07-16,0,107.0
M007,3300000002,2,2024-07-16,1,16.0
M007,3300000002,2,2024-07-16,15,579.0
M007,3300000002,2,2024-07-16,17,735.0
M007,3300000002,2,2024-07-17,0,351.0
M007,3300000002,2,2024-07-17,1,222.0
M007,3300000002,2,2024-07-17,8,430.0
M007,3300000002,2,2024-07-17,17,670.0
M007,3300000002,2,2024-07-18,12,700.0
M007,3300000002,2,2024-07-18,17,775.0
M007,3300000002,2,2024-07-18,18,602.0
M007,3300000002,2,2024-07-18,23,381.0
M007,3300000002,2,2024-07-19,2,141.0
M007,3300000002,2,2024-07-19,9,853.0
M007,3300000002,2,2024-07-19,17,808.0
M007,3300000002,2,2024-07-20,8,582.0
M007,3300000002,2,2024-07-21,1,46.0
M007,3300000002,2,2024-07-21,22,403.0
M007,3300000002,2,2024-07-22,4,274.0
M007,3300000002,2,2024-07-22,14,548.53
M007,3300000002,2,2024-07-23,0,169.0
M007,3300000002,2,2024-07-23,4,223.0
M007,3300000002,2,2024-07-23,10,344.0
M007,3300000002,2,2024-07-23,12,589.0
M007,3300000002,2,2024-07-24,1,37.0
M007,3300000002,2,2024-07-24,8,416.0
M007,3300000002,2,2024-07-24,10,113.66
M007,3300000002,2,2024-07-24,17,644.0
M007,3300000002,2,2024-07-24,21,331.0
M007,3300000002,2,2024-07-25,9,373.84
M007,3300000002,2,2024-07-25,18,665.0
M007,3300000002,2,2024-07-26,5,434.0
M007,3300000002,2,2024-07-26,14,418.0
M007,3300000002,2,2024-07-27,16,269.22
M007,3300000002,2,2024-07-27,22,234.0
M007,3300000002,2,2024-07-28,6,422.0
M007,3300000002,2,2024-07-29,2,99.0
M007,3300000002,2,2024-07-29,7,225.0
M007,3300000002,2,2024-07-29,13,556.0
M007,3300000002,2,2024-07-29,18,829.0
M007,3300000002,2,2024-07-30,6,330.0
M007,3300000002,2,2024-07-30,7,385.0
M007,3300000002,2,2024-07-30,19,645.0
M007,3300000002,2,2024-07-31,10,364.99
M007,3300000002,2,2024-07-31,20,406.0
M007,3300000002,2,2024-08-01,2,12.0
M007,3300000002,2,2024-08-01,3,191.0
M007,3300000002,2,2024-08-01,8,589.0
M007,3300000002,2,2024-08-01,11,785.0
M007,3300000002,2,2024-08-01,23,145.0
M007,3300000002,2,2024-08-02,15,872.0
M007,3300000002,2,2024-08-02,22,421.0
M007,3300000002,2,2024-08-03,4,189.0
M007,3300000002,2,2024-08-03,7,507.0
M007,3300000002,2,2024-08-03,9,859.0
M007,3300000002,2,2024-08-03,15,773.0
M007,3300000002,2,2024-08-03,17,574.0
M007,3300000002,2,2024-08-03,23,237.0
M007,3300000002,2,2024-08-04,0,222.0
M007,3300000002,2,2024-08-04,7,478.0
M007,3300000002,2,2024-08-04,14,596.0
M007,3300000002,2,2024-08-04,22,258.0
M007,3300000002,2,2024-08-04,23,188.0
M007,3300000002,2,2024-08-05,16,508.0
M007,3300000002,2,2024-08-06,3,82.0
M007,3300000002,2,2024-08-06,16,684.0
M007,3300000002,2,2024-08-06,23,97.0
M007,3300000002,2,2024-08-07,9,510.0
M007,3300000002,2,2024-08-08,15,847.0
M007,3300000002,2,2024-08-09,2,122.0
M007,3300000002,2,2024-08-09,4,167.0
M007,3300000002,2,2024-08-09,5,412.0
M007,3300000002,2,2024-08-09,15,1120.0
M007,3300000002,2,2024-08-09,17,991.0
M007,3300000002,2,2024-08-10,11,583.79
M007,3300000002,2,2024-08-11,0,123.0
M007,3300000002,2,2024-08-11,2,97.0
M007,3300000002,2,2024-08-11,15,567.0
M007,3300000002,2,2024-08-11,16,627.0
M007,3300000002,2,2024-08-12,1,194.0
M007,3300000002,2,2024-08-12,11,1111.0
M007,3300000002,2,2024-08-12,17,906.0
M007,3300000002,2,2024-08-13,6,446.0
M007,3300000002,2,2024-08-14,18,130.0
M007,3300000002,2,2024-08-15,2,49.0
M007,3300000002,2,2024-08-15,10,207.49
M007,3300000002,2,2024-08-15,12,551.0
M007,3300000002,2,2024-08-15,21,372.0
M007,3300000002,2,2024-08-16,18,620.0
M007,3300000002,2,2024-08-17,1,343.0
M007,3300000002,2,2024-08-17,4,197.0
M007,3300000002,2,2024-08-17,7,634.0
M007,3300000002,2,2024-08-17,12,263.83
M007,3300000002,2,2024-08-17,13,533.0
M007,3300000002,2,2024-08-17,14,743.0
M007,3300000002,2,2024-08-17,17,949.0
M007,3300000002,2,2024-08-17,21,361.0
M007,3300000002,2,2024-08-18,1,181.0
M007,3300000002,2,2024-08-18,8,459.0
M007,3300000002,2,2024-08-18,9,339.0
M007,3300000002,2,2024-08-18,10,211.74
M007,3300000002,2,2024-08-18,17,680.0
M007,3300000002,2,2024-08-18,21,365.0
M007,3300000002,2,2024-08-18,23,173.0
M007,3300000002,2,2024-08-19,6,372.0
M007,3300000002,2,2024-08-19,11,653.0
M007,3300000002,2,2024-08-19,12,594.0
M007,3300000002,2,2024-08-20,1,188.0
M007,3300000002,2,2024-08-20,3,141.0
M007,3300000002,2,2024-08-20,5,423.0
M007,3300000002,2,2024-08-20,10,793.0
M007,3300000002,2,2024-08-20,13,679.0
M007,3300000002,2,2024-08-21,4,66.0
M007,3300000002,2,2024-08-21,12,646.0
M007,3300000002,2,2024-08-21,20,491.0
M007,3300000002,2,2024-08-21,22,336.0
M007,3300000002,2,2024-08-22,14,751.0
M007,3300000002,2,2024-08-23,0,23.0
M007,3300000002,2,2024-08-23,2,60.0
M007,3300000002,2,2024-08-23,5,143.0
M007,3300000002,2,2024-08-23,8,571.0
M007,3300000002,2,2024-08-24,2,50.0
M007,3300000002,2,2024-08-24,7,460.0
M007,3300000002,2,2024-08-24,22,370.0
M007,3300000002,2,2024-08-25,8,434.0
M007,3300000002,2,2024-08-25,17,561.0
M007,3300000002,2,2024-08-25,18,654.0
M007,3300000002,2,2024-08-26,14,546.0
M007,3300000002,2,2024-07-01,5,346.0
M007,3300000002,2,2024-07-01,21,232.0
M007,3300000002,2,2024-07-02,6,316.0
M007,3300000002,2,2024-07-02,10,377.0
M007,3300000002,2,2024-07-02,16,737.0
M007,3300000002,2,2024-07-02,22,258.0
M007,3300000002,2,2024-07-03,1,69.0
M007,3300000002,2,2024-07-03,15,478.0
M007,3300000002,2,2024-07-03,19,578.0
M007,3300000002,2,2024-07-04,2,67.0
M007,3300000002,2,2024-07-04,8,457.0
M007,3300000002,2,2024-07-04,13,376.92
M007,3300000002,2,2024-07-04,18,540.0
M007,3300000002,2,2024-07-05,7,632.0
M007,3300000002,2,2024-07-05,16,547.0
M007,3300000002,2,2024-07-05,18,555.0
M007,3300000002,2,2024-07-06,18,650.0
M007,3300000002,2,2024-07-06,21,321.0
M007,3300000002,2,2024-07-06,23,104.0
M007,3300000002,2,2024-07-07,9,467.0
M007,3300000002,2,2024-07-07,19,257.0
M007,3300000002,2,2024-07-08,2,150.0
M007,3300000002,2,2024-07-08,10,466.0
M007,3300000002,2,2024-07-08,15,407.0
M007,3300000002,2,2024-07-09,3,54.0
M007,3300000002,2,2024-07-09,4,187.0
M007,3300000002,2,2024-07-09,5,163.0
M007,3300000002,2,2024-07-09,7,576.0
M007,3300000002,2,2024-07-09,11,479.0
M007,3300000002,2,2024-07-09,23,221.0
M007,3300000002,2,2024-07-10,3,144.0
M007,3300000002,2,2024-07-10,14,937.0
M007,3300000002,2,2024-07-10,17,630.0
M007,3300000002,2,2024-07-10,21,400.0
M007,3300000002,2,2024-07-10,22,283.0
M007,3300000002,2,2024-07-10,23,142.0
M007,3300000002,2,2024-07-11,0,79.0
M007,3300000002,2,2024-07-11,1,67.0
M007,3300000002,2,2024-07-11,8,607.0
M007,3300000002,2,2024-07-11,15,764.0
M007,3300000002,2,2024-07-11,23,244.0
M007,3300000002,2,2024-07-12,10,836.0
M007,3300000002,2,2024-07-12,16,711.0
M007,3300000002,2,2024-07-12,17,541.0
M007,3300000002,2,2024-07-13,15,739.0
M007,3300000002,2,2024-07-14,4,289.0
M007,3300000002,2,2024-07-15,2,167.0
M007,3300000002,2,2024-07-15,15,652.0
M007,3300000002,2,2024-07-15,18,885.0
M007,3300000002,2,2024-07-16,2,153.0
M007,3300000002,2,2024-07-16,9,436.39
M007,3300000002,2,2024-07-17,4,351.0
M007,3300000002,2,2024-07-17,7,589.0
M007,3300000002,2,2024-07-17,19,517.0
M007,3300000002,2,2024-07-18,6,607.0
M007,3300000002,2,2024-07-18,9,777.0
M007,3300000002,2,2024-07-18,20,512.0
M007,3300000002,2,2024-07-18,21,581.0
M007,3300000002,2,2024-07-19,3,254.0
M007,3300000002,2,2024-07-19,4,207.0
M007,3300000002,2,2024-07-19,15,622.0
M007,3300000002,2,2024-07-20,7,765.0
M007,3300000002,2,2024-07-20,12,559.0
M007,3300000002,2,2024-07-20,17,548.0
M007,3300000002,2,2024-07-21,0,158.0
M007,3300000002,2,2024-07-21,4,18.0
M007,3300000002,2,2024-07-21,10,701.0
M007,3300000002,2,2024-07-21,16,620.0
M007,3300000002,2,2024-07-22,8,747.0
M007,3300000002,2,2024-07-22,18,847.0
M007,3300000002,2,2024-07-23,6,261.0
M007,3300000002,2,2024-07-23,20,385.0
M007,3300000002,2,2024-07-23,22,345.0
M007,3300000002,2,2024-07-23,23,147.0
M007,3300000002,2,2024-07-24,5,94.0
M007,3300000002,2,2024-07-24,19,396.0
M007,3300000002,2,2024-07-25,5,287.0
M007,3300000002,2,2024-07-25,10,387.24
M007,3300000002,2,2024-07-25,12,400.0
M007,3300000002,2,2024-07-25,23,181.0
M007,3300000002,2,2024-07-26,1,55.0
M007,3300000002,2,2024-07-26,17,703.0
M007,3300000002,2,2024-07-26,19,375.0
M007,3300000002,2,2024-07-27,7,621.0
M007,3300000002,2,2024-07-27,12,748.0
M007,3300000002,2,2024-07-27,21,242.0
M007,3300000002,2,2024-07-28,3,205.0
M007,3300000002,2,2024-07-28,4,96.0
M007,3300000002,2,2024-07-28,8,454.0
M007,3300000002,2,2024-07-28,22,250.0
M007,3300000002,2,2024-07-29,0,215.0
M007,3300000002,2,2024-07-29,1,2.0
M007,3300000002,2,2024-07-29,17,613.0
M007,3300000002,2,2024-07-30,1,175.0
M007,3300000002,2,2024-07-30,9,482.0
M007,3300000002,2,2024-07-30,14,599.0
M007,3300000002,2,2024-07-31,2,175.0
M007,3300000002,2,2024-07-31,8,320.0
M007,3300000002,2,2024-07-31,12,389.0
M007,3300000002,2,2024-07-31,18,676.0
M007,3300000002,2,2024-07-31,23,419.0
M007,3300000002,2,2024-08-01,0,219.0
M007,3300000002,2,2024-08-01,5,449.0
M007,3300000002,2,2024-08-01,6,310.0
M007,3300000002,2,2024-08-01,12,736.0
